0, 2020-01-02 08:00:00+00:00, 2020-01-09 08:00:00+00:00, 2020-10-04 20:00:00+00:00, 2020-10-11 20:00:00+00:00
1, 2020-10-13 08:00:00+00:00, 2020-10-20 08:00:00+00:00, 2020-10-23 20:00:00+00:00, 2020-10-30 20:00:00+00:00
2, 2020-11-01 08:00:00+00:00, 2020-11-08 08:00:00+00:00, 2020-11-11 20:00:00+00:00, 2020-11-18 20:00:00+00:00
3, 2020-11-20 08:00:00+00:00, 2020-11-27 08:00:00+00:00, 2020-11-30 20:00:00+00:00, 2020-12-07 20:00:00+00:00
4, 2020-12-09 08:00:00+00:00, 2020-12-16 08:00:00+00:00, 2020-12-19 20:00:00+00:00, 2020-12-26 20:00:00+00:00
5, 2020-12-28 08:00:00+00:00, 2021-01-04 08:00:00+00:00, 2021-01-07 20:00:00+00:00, 2021-01-14 20:00:00+00:00
6, 2021-01-16 08:00:00+00:00, 2021-01-23 08:00:00+00:00, 2021-01-26 20:00:00+00:00, 2021-02-02 20:00:00+00:00
7, 2021-02-04 08:00:00+00:00, 2021-02-11 08:00:00+00:00, 2021-02-25 08:00:00+00:00, 2021-03-04 08:00:00+00:00
8, 2021-03-05 07:59:59.999999+00:00, 2021-03-12 07:59:59.999999+00:00, 2021-03-15 19:59:59.999999+00:00, 2021-03-22 19:59:59.999999+00:00
9, 2021-03-24 08:00:00+00:00, 2021-03-31 08:00:00+00:00, 2021-04-03 20:00:00+00:00, 2021-04-10 20:00:00+00:00
10, 2021-04-12 08:00:00+00:00, 2021-04-19 08:00:00+00:00, 2021-04-22 20:00:00+00:00, 2021-04-29 20:00:00+00:00
11, 2021-05-01 08:00:00+00:00, 2021-05-08 08:00:00+00:00, 2021-05-11 20:00:00+00:00, 2021-05-18 20:00:00+00:00
12, 2021-05-20 08:00:00+00:00, 2021-05-27 08:00:00+00:00, 2021-05-30 20:00:00+00:00, 2021-06-06 20:00:00+00:00
13, 2021-06-08 08:00:00+00:00, 2021-06-15 08:00:00+00:00, 2021-06-18 20:00:00+00:00, 2021-06-25 20:00:00+00:00
