0, 2020-01-02 08:00:00+00:00, 2020-01-09 08:00:00+00:00, 2020-01-16 08:00:00+00:00, 2020-01-23 08:00:00+00:00
1, 2020-01-24 08:00:00+00:00, 2020-01-31 08:00:00+00:00, 2020-01-31 08:00:00+00:00, 2020-02-07 08:00:00+00:00
2, 2020-02-08 08:00:00+00:00, 2020-02-15 08:00:00+00:00, 2020-02-29 08:00:00+00:00, 2020-03-07 08:00:00+00:00
3, 2020-03-08 08:00:00+00:00, 2020-03-15 08:00:00+00:00, 2020-03-18 20:00:00+00:00, 2020-03-25 20:00:00+00:00
4, 2020-03-27 08:00:00+00:00, 2020-04-03 08:00:00+00:00, 2020-04-03 08:00:00+00:00, 2020-04-10 08:00:00+00:00
5, 2020-04-11 08:00:00+00:00, 2020-04-18 08:00:00+00:00, 2020-05-16 08:00:00+00:00, 2020-05-23 08:00:00+00:00
6, 2020-05-24 08:00:00+00:00, 2020-05-31 08:00:00+00:00, 2020-06-24 20:00:00+00:00, 2020-07-01 20:00:00+00:00
7, 2020-07-03 08:00:00.000001+00:00, 2020-07-10 08:00:00.000001+00:00, 2020-07-06 20:00:00.000001+00:00, 2020-07-13 20:00:00.000001+00:00
8, 2020-07-15 08:00:00.000001+00:00, 2020-07-22 08:00:00.000001+00:00, 2020-09-26 20:00:00.000001+00:00, 2020-10-03 20:00:00.000001+00:00
9, 2020-10-05 08:00:00+00:00, 2020-10-12 08:00:00+00:00, 2020-10-08 20:00:00+00:00, 2020-10-15 20:00:00+00:00
10, 2020-10-17 08:00:00+00:00, 2020-10-24 08:00:00+00:00, 2020-10-20 20:00:00+00:00, 2020-10-27 20:00:00+00:00
11, 2020-10-29 08:00:00+00:00, 2020-11-05 08:00:00+00:00, 2020-11-01 20:00:00+00:00, 2020-11-08 20:00:00+00:00
12, 2020-11-10 08:00:00.000001+00:00, 2020-11-17 08:00:00.000001+00:00, 2020-11-13 20:00:00.000001+00:00, 2020-11-20 20:00:00.000001+00:00
13, 2020-11-22 08:00:00+00:00, 2020-11-29 08:00:00+00:00, 2020-11-25 20:00:00+00:00, 2020-12-02 20:00:00+00:00
14, 2020-12-04 08:00:00+00:00, 2020-12-11 08:00:00+00:00, 2020-12-07 20:00:00+00:00, 2020-12-14 20:00:00+00:00
15, 2020-12-16 08:00:00+00:00, 2020-12-23 08:00:00+00:00, 2020-12-23 08:00:00+00:00, 2020-12-30 08:00:00+00:00
16, 2020-12-31 08:00:00+00:00, 2021-01-07 08:00:00+00:00, 2021-01-03 20:00:00+00:00, 2021-01-10 20:00:00+00:00
17, 2021-01-12 07:59:59.999999+00:00, 2021-01-19 07:59:59.999999+00:00, 2021-01-15 19:59:59.999999+00:00, 2021-01-22 19:59:59.999999+00:00
18, 2021-01-24 08:00:00.000001+00:00, 2021-01-31 08:00:00.000001+00:00, 2021-01-27 20:00:00.000001+00:00, 2021-02-03 20:00:00.000001+00:00
19, 2021-02-05 08:00:00+00:00, 2021-02-12 08:00:00+00:00, 2021-02-08 20:00:00+00:00, 2021-02-15 20:00:00+00:00
20, 2021-02-17 08:00:00+00:00, 2021-02-24 08:00:00+00:00, 2021-02-20 20:00:00+00:00, 2021-02-27 20:00:00+00:00
21, 2021-03-01 08:00:00+00:00, 2021-03-08 08:00:00+00:00, 2021-03-08 08:00:00+00:00, 2021-03-15 08:00:00+00:00
22, 2021-03-16 07:59:59.999999+00:00, 2021-03-23 07:59:59.999999+00:00, 2021-03-26 19:59:59.999999+00:00, 2021-04-02 19:59:59.999999+00:00
23, 2021-04-04 07:59:59.999999+00:00, 2021-04-11 07:59:59.999999+00:00, 2021-04-07 19:59:59.999999+00:00, 2021-04-14 19:59:59.999999+00:00
24, 2021-04-16 07:59:59.999999+00:00, 2021-04-23 07:59:59.999999+00:00, 2021-04-19 19:59:59.999999+00:00, 2021-04-26 19:59:59.999999+00:00
25, 2021-04-28 08:00:00+00:00, 2021-05-05 08:00:00+00:00, 2021-05-08 20:00:00+00:00, 2021-05-15 20:00:00+00:00
26, 2021-05-17 08:00:00+00:00, 2021-05-24 08:00:00+00:00, 2021-05-20 20:00:00+00:00, 2021-05-27 20:00:00+00:00
27, 2021-05-29 08:00:00+00:00, 2021-06-05 08:00:00+00:00, 2021-06-05 08:00:00+00:00, 2021-06-12 08:00:00+00:00
28, 2021-06-13 08:00:00.000001+00:00, 2021-06-20 08:00:00.000001+00:00, 2021-06-16 20:00:00.000001+00:00, 2021-06-23 20:00:00.000001+00:00
