0, 2020-01-08 08:00:00+00:00, 2020-01-15 08:00:00+00:00, 2020-02-29 20:00:00+00:00, 2020-03-07 20:00:00+00:00
1, 2020-03-15 08:00:00+00:00, 2020-03-22 08:00:00+00:00, 2020-06-24 20:00:00+00:00, 2020-07-01 20:00:00+00:00
2, 2020-07-09 08:00:00.000001+00:00, 2020-07-16 08:00:00.000001+00:00, 2020-08-23 20:00:00.000001+00:00, 2020-08-30 20:00:00.000001+00:00
3, 2020-09-07 08:00:00+00:00, 2020-09-14 08:00:00+00:00, 2020-09-24 20:00:00+00:00, 2020-10-01 20:00:00+00:00
4, 2020-10-09 08:00:00.000001+00:00, 2020-10-16 08:00:00.000001+00:00, 2020-10-16 08:00:00.000001+00:00, 2020-10-23 08:00:00.000001+00:00
5, 2020-10-30 08:00:00+00:00, 2020-11-06 08:00:00+00:00, 2020-11-02 20:00:00+00:00, 2020-11-09 20:00:00+00:00
6, 2020-11-17 08:00:00+00:00, 2020-11-24 08:00:00+00:00, 2020-11-20 20:00:00+00:00, 2020-11-27 20:00:00+00:00
7, 2020-12-05 08:00:00.000001+00:00, 2020-12-12 08:00:00.000001+00:00, 2020-12-08 20:00:00.000001+00:00, 2020-12-15 20:00:00.000001+00:00
8, 2020-12-23 08:00:00+00:00, 2020-12-30 08:00:00+00:00, 2020-12-26 20:00:00+00:00, 2021-01-02 20:00:00+00:00
9, 2021-01-10 08:00:00+00:00, 2021-01-17 08:00:00+00:00, 2021-01-13 20:00:00+00:00, 2021-01-20 20:00:00+00:00
10, 2021-01-28 08:00:00+00:00, 2021-02-04 08:00:00+00:00, 2021-01-31 20:00:00+00:00, 2021-02-07 20:00:00+00:00
11, 2021-02-15 08:00:00.000001+00:00, 2021-02-22 08:00:00.000001+00:00, 2021-02-18 20:00:00.000001+00:00, 2021-02-25 20:00:00.000001+00:00
12, 2021-03-05 08:00:00.000001+00:00, 2021-03-12 08:00:00.000001+00:00, 2021-03-08 20:00:00.000001+00:00, 2021-03-15 20:00:00.000001+00:00
13, 2021-03-23 08:00:00+00:00, 2021-03-30 08:00:00+00:00, 2021-03-26 20:00:00+00:00, 2021-04-02 20:00:00+00:00
14, 2021-04-10 07:59:59.999999+00:00, 2021-04-17 07:59:59.999999+00:00, 2021-04-13 19:59:59.999999+00:00, 2021-04-20 19:59:59.999999+00:00
15, 2021-04-28 07:59:59.999999+00:00, 2021-05-05 07:59:59.999999+00:00, 2021-05-08 19:59:59.999999+00:00, 2021-05-15 19:59:59.999999+00:00
16, 2021-05-23 08:00:00+00:00, 2021-05-30 08:00:00+00:00, 2021-05-26 20:00:00+00:00, 2021-06-02 20:00:00+00:00
17, 2021-06-10 08:00:00+00:00, 2021-06-17 08:00:00+00:00, 2021-06-13 20:00:00+00:00, 2021-06-20 20:00:00+00:00
