0, 2020-01-08 08:00:00+00:00, 2020-01-15 08:00:00+00:00, 2020-03-04 08:00:00+00:00, 2020-03-11 08:00:00+00:00
1, 2020-03-18 08:00:00+00:00, 2020-03-25 08:00:00+00:00, 2020-06-17 08:00:00+00:00, 2020-06-24 08:00:00+00:00
2, 2020-07-01 07:59:59.999999+00:00, 2020-07-08 07:59:59.999999+00:00, 2020-07-08 07:59:59.999999+00:00, 2020-07-15 07:59:59.999999+00:00
3, 2020-07-22 08:00:00+00:00, 2020-07-29 08:00:00+00:00, 2020-08-26 08:00:00+00:00, 2020-09-02 08:00:00+00:00
4, 2020-09-09 08:00:00+00:00, 2020-09-16 08:00:00+00:00, 2020-09-30 08:00:00+00:00, 2020-10-07 08:00:00+00:00
5, 2020-10-14 08:00:00.000001+00:00, 2020-10-21 08:00:00.000001+00:00, 2020-10-21 08:00:00.000001+00:00, 2020-10-28 08:00:00.000001+00:00
6, 2020-11-04 08:00:00+00:00, 2020-11-11 08:00:00+00:00, 2020-11-18 08:00:00+00:00, 2020-11-25 08:00:00+00:00
7, 2020-12-02 08:00:00+00:00, 2020-12-09 08:00:00+00:00, 2020-12-09 08:00:00+00:00, 2020-12-16 08:00:00+00:00
8, 2020-12-23 08:00:00+00:00, 2020-12-30 08:00:00+00:00, 2020-12-30 08:00:00+00:00, 2021-01-06 08:00:00+00:00
9, 2021-01-13 08:00:00+00:00, 2021-01-20 08:00:00+00:00, 2021-01-20 08:00:00+00:00, 2021-01-27 08:00:00+00:00
10, 2021-02-03 08:00:00+00:00, 2021-02-10 08:00:00+00:00, 2021-02-10 08:00:00+00:00, 2021-02-17 08:00:00+00:00
11, 2021-02-24 08:00:00.000001+00:00, 2021-03-03 08:00:00.000001+00:00, 2021-03-03 08:00:00.000001+00:00, 2021-03-10 08:00:00.000001+00:00
12, 2021-03-17 08:00:00+00:00, 2021-03-24 08:00:00+00:00, 2021-03-24 08:00:00+00:00, 2021-03-31 08:00:00+00:00
13, 2021-04-07 08:00:00+00:00, 2021-04-14 08:00:00+00:00, 2021-04-14 08:00:00+00:00, 2021-04-21 08:00:00+00:00
14, 2021-04-28 07:59:59.999999+00:00, 2021-05-05 07:59:59.999999+00:00, 2021-05-12 07:59:59.999999+00:00, 2021-05-19 07:59:59.999999+00:00
15, 2021-05-26 08:00:00+00:00, 2021-06-02 08:00:00+00:00, 2021-06-02 08:00:00+00:00, 2021-06-09 08:00:00+00:00
16, 2021-06-16 08:00:00+00:00, 2021-06-23 08:00:00+00:00, 2021-06-23 08:00:00+00:00, 2021-06-30 08:00:00+00:00
