0, 2020-01-02 08:00:00+00:00, 2020-01-09 08:00:00+00:00, 2020-01-16 08:00:00+00:00, 2020-01-23 08:00:00+00:00
1, 2020-01-24 08:00:00+00:00, 2020-01-31 08:00:00+00:00, 2020-01-31 08:00:00+00:00, 2020-02-07 08:00:00+00:00
2, 2020-02-08 08:00:00+00:00, 2020-02-15 08:00:00+00:00, 2020-02-29 08:00:00+00:00, 2020-03-07 08:00:00+00:00
3, 2020-03-08 08:00:00+00:00, 2020-03-15 08:00:00+00:00, 2020-03-22 08:00:00+00:00, 2020-03-29 08:00:00+00:00
4, 2020-03-30 08:00:00+00:00, 2020-04-06 08:00:00+00:00, 2020-06-29 08:00:00+00:00, 2020-07-06 08:00:00+00:00
5, 2020-07-07 07:59:59.999999+00:00, 2020-07-14 07:59:59.999999+00:00, 2020-08-04 07:59:59.999999+00:00, 2020-08-11 07:59:59.999999+00:00
6, 2020-08-12 07:59:59.999999+00:00, 2020-08-19 07:59:59.999999+00:00, 2020-08-26 07:59:59.999999+00:00, 2020-09-02 07:59:59.999999+00:00
7, 2020-09-03 08:00:00+00:00, 2020-09-10 08:00:00+00:00, 2020-09-10 08:00:00+00:00, 2020-09-17 08:00:00+00:00
8, 2020-09-18 08:00:00+00:00, 2020-09-25 08:00:00+00:00, 2020-09-25 08:00:00+00:00, 2020-10-02 08:00:00+00:00
9, 2020-10-03 08:00:00.000001+00:00, 2020-10-10 08:00:00.000001+00:00, 2020-10-10 08:00:00.000001+00:00, 2020-10-17 08:00:00.000001+00:00
10, 2020-10-18 08:00:00+00:00, 2020-10-25 08:00:00+00:00, 2020-10-25 08:00:00+00:00, 2020-11-01 08:00:00+00:00
11, 2020-11-02 08:00:00+00:00, 2020-11-09 08:00:00+00:00, 2020-11-09 08:00:00+00:00, 2020-11-16 08:00:00+00:00
12, 2020-11-17 08:00:00+00:00, 2020-11-24 08:00:00+00:00, 2020-11-24 08:00:00+00:00, 2020-12-01 08:00:00+00:00
13, 2020-12-02 08:00:00+00:00, 2020-12-09 08:00:00+00:00, 2020-12-09 08:00:00+00:00, 2020-12-16 08:00:00+00:00
14, 2020-12-17 08:00:00+00:00, 2020-12-24 08:00:00+00:00, 2020-12-24 08:00:00+00:00, 2020-12-31 08:00:00+00:00
15, 2021-01-01 08:00:00+00:00, 2021-01-08 08:00:00+00:00, 2021-01-08 08:00:00+00:00, 2021-01-15 08:00:00+00:00
16, 2021-01-16 08:00:00+00:00, 2021-01-23 08:00:00+00:00, 2021-01-23 08:00:00+00:00, 2021-01-30 08:00:00+00:00
17, 2021-01-31 08:00:00+00:00, 2021-02-07 08:00:00+00:00, 2021-02-14 08:00:00+00:00, 2021-02-21 08:00:00+00:00
18, 2021-02-22 08:00:00+00:00, 2021-03-01 08:00:00+00:00, 2021-03-01 08:00:00+00:00, 2021-03-08 08:00:00+00:00
19, 2021-03-09 08:00:00+00:00, 2021-03-16 08:00:00+00:00, 2021-03-16 08:00:00+00:00, 2021-03-23 08:00:00+00:00
20, 2021-03-24 08:00:00+00:00, 2021-03-31 08:00:00+00:00, 2021-03-31 08:00:00+00:00, 2021-04-07 08:00:00+00:00
21, 2021-04-08 08:00:00.000001+00:00, 2021-04-15 08:00:00.000001+00:00, 2021-04-15 08:00:00.000001+00:00, 2021-04-22 08:00:00.000001+00:00
22, 2021-04-23 08:00:00+00:00, 2021-04-30 08:00:00+00:00, 2021-04-30 08:00:00+00:00, 2021-05-07 08:00:00+00:00
23, 2021-05-08 08:00:00+00:00, 2021-05-15 08:00:00+00:00, 2021-05-15 08:00:00+00:00, 2021-05-22 08:00:00+00:00
24, 2021-05-23 08:00:00+00:00, 2021-05-30 08:00:00+00:00, 2021-05-30 08:00:00+00:00, 2021-06-06 08:00:00+00:00
25, 2021-06-07 08:00:00+00:00, 2021-06-14 08:00:00+00:00, 2021-06-21 08:00:00+00:00, 2021-06-28 08:00:00+00:00
