0, 2020-01-02 08:00:00+00:00, 2020-01-09 08:00:00+00:00, 2020-09-27 20:00:00+00:00, 2020-10-04 20:00:00+00:00
1, 2020-10-06 08:00:00+00:00, 2020-10-13 08:00:00+00:00, 2020-10-09 20:00:00+00:00, 2020-10-16 20:00:00+00:00
2, 2020-10-18 08:00:00+00:00, 2020-10-25 08:00:00+00:00, 2020-10-21 20:00:00+00:00, 2020-10-28 20:00:00+00:00
3, 2020-10-30 07:59:59.999999+00:00, 2020-11-06 07:59:59.999999+00:00, 2020-11-06 07:59:59.999999+00:00, 2020-11-13 07:59:59.999999+00:00
4, 2020-11-14 08:00:00+00:00, 2020-11-21 08:00:00+00:00, 2020-11-17 20:00:00+00:00, 2020-11-24 20:00:00+00:00
5, 2020-11-26 08:00:00+00:00, 2020-12-03 08:00:00+00:00, 2020-12-03 08:00:00+00:00, 2020-12-10 08:00:00+00:00
6, 2020-12-11 07:59:59.999999+00:00, 2020-12-18 07:59:59.999999+00:00, 2020-12-21 19:59:59.999999+00:00, 2020-12-28 19:59:59.999999+00:00
7, 2020-12-30 08:00:00.000001+00:00, 2021-01-06 08:00:00.000001+00:00, 2021-01-06 08:00:00.000001+00:00, 2021-01-13 08:00:00.000001+00:00
8, 2021-01-14 08:00:00+00:00, 2021-01-21 08:00:00+00:00, 2021-01-17 20:00:00+00:00, 2021-01-24 20:00:00+00:00
9, 2021-01-26 08:00:00+00:00, 2021-02-02 08:00:00+00:00, 2021-01-29 20:00:00+00:00, 2021-02-05 20:00:00+00:00
10, 2021-02-07 08:00:00+00:00, 2021-02-14 08:00:00+00:00, 2021-02-14 08:00:00+00:00, 2021-02-21 08:00:00+00:00
11, 2021-02-22 08:00:00+00:00, 2021-03-01 08:00:00+00:00, 2021-03-04 20:00:00+00:00, 2021-03-11 20:00:00+00:00
12, 2021-03-13 08:00:00+00:00, 2021-03-20 08:00:00+00:00, 2021-03-27 08:00:00+00:00, 2021-04-03 08:00:00+00:00
13, 2021-04-04 07:59:59.999999+00:00, 2021-04-11 07:59:59.999999+00:00, 2021-04-14 19:59:59.999999+00:00, 2021-04-21 19:59:59.999999+00:00
14, 2021-04-23 08:00:00+00:00, 2021-04-30 08:00:00+00:00, 2021-05-03 20:00:00+00:00, 2021-05-10 20:00:00+00:00
15, 2021-05-12 08:00:00+00:00, 2021-05-19 08:00:00+00:00, 2021-05-15 20:00:00+00:00, 2021-05-22 20:00:00+00:00
16, 2021-05-24 08:00:00+00:00, 2021-05-31 08:00:00+00:00, 2021-05-27 20:00:00+00:00, 2021-06-03 20:00:00+00:00
17, 2021-06-05 08:00:00+00:00, 2021-06-12 08:00:00+00:00, 2021-06-12 08:00:00+00:00, 2021-06-19 08:00:00+00:00
