0, 2020-01-08 08:00:00+00:00, 2020-01-15 08:00:00+00:00, 2020-03-07 20:00:00+00:00, 2020-03-14 20:00:00+00:00
1, 2020-03-22 08:00:00+00:00, 2020-03-29 08:00:00+00:00, 2020-10-04 08:00:00+00:00, 2020-10-11 08:00:00+00:00
2, 2020-10-18 08:00:00+00:00, 2020-10-25 08:00:00+00:00, 2020-11-08 08:00:00+00:00, 2020-11-15 08:00:00+00:00
3, 2020-11-22 08:00:00.000001+00:00, 2020-11-29 08:00:00.000001+00:00, 2020-12-02 20:00:00.000001+00:00, 2020-12-09 20:00:00.000001+00:00
4, 2020-12-17 07:59:59.999999+00:00, 2020-12-24 07:59:59.999999+00:00, 2020-12-27 19:59:59.999999+00:00, 2021-01-03 19:59:59.999999+00:00
5, 2021-01-11 08:00:00+00:00, 2021-01-18 08:00:00+00:00, 2021-01-21 20:00:00+00:00, 2021-01-28 20:00:00+00:00
6, 2021-02-05 08:00:00+00:00, 2021-02-12 08:00:00+00:00, 2021-02-15 20:00:00+00:00, 2021-02-22 20:00:00+00:00
7, 2021-03-02 08:00:00+00:00, 2021-03-09 08:00:00+00:00, 2021-03-12 20:00:00+00:00, 2021-03-19 20:00:00+00:00
8, 2021-03-27 08:00:00+00:00, 2021-04-03 08:00:00+00:00, 2021-04-20 20:00:00+00:00, 2021-04-27 20:00:00+00:00
9, 2021-05-05 08:00:00+00:00, 2021-05-12 08:00:00+00:00, 2021-05-15 20:00:00+00:00, 2021-05-22 20:00:00+00:00
10, 2021-05-30 08:00:00+00:00, 2021-06-06 08:00:00+00:00, 2021-06-13 08:00:00+00:00, 2021-06-20 08:00:00+00:00
